subject,topic_id,baseline_year,year,years_elapsed,cosine_sim_to_baseline,drift_from_baseline
math,0,2000,2000,0,1.0,0.0
math,0,2000,2001,1,0.472437,0.527563
math,0,2000,2002,2,0.697945,0.302055
math,0,2000,2003,3,0.295568,0.704432
math,0,2000,2004,4,0.262311,0.737689
math,0,2000,2005,5,0.47612,0.52388
math,0,2000,2006,6,0.284814,0.715186
math,0,2000,2007,7,0.217086,0.782914
math,0,2000,2008,8,0.21183,0.78817
math,0,2000,2009,9,0.118801,0.881199
math,0,2000,2010,10,0.168305,0.831695
math,0,2000,2011,11,0.088246,0.911754
math,0,2000,2012,12,0.049504,0.950496
math,0,2000,2013,13,0.106599,0.893401
math,0,2000,2014,14,0.150124,0.849876
math,0,2000,2015,15,0.100621,0.899379
math,0,2000,2016,16,0.043525,0.956475
math,0,2000,2017,17,0.0,1.0
math,0,2000,2018,18,0.043525,0.956475
math,0,2000,2019,19,0.043525,0.956475
math,0,2000,2020,20,0.0,1.0
math,0,2000,2021,21,0.0,1.0
math,0,2000,2022,22,0.038742,0.961258
math,0,2000,2023,23,0.098284,0.901716
math,0,2000,2024,24,0.098284,0.901716
math,0,2000,2025,25,0.270284,0.729716
math,1,2000,2000,0,1.0,0.0
math,1,2000,2001,1,0.432264,0.567736
math,1,2000,2002,2,0.477164,0.522836
math,1,2000,2003,3,0.230964,0.769036
math,1,2000,2004,4,0.371247,0.628753
math,1,2000,2005,5,0.186659,0.813341
math,1,2000,2006,6,0.309026,0.690974
math,1,2000,2007,7,0.309368,0.690632
math,1,2000,2008,8,0.408034,0.591966
math,1,2000,2009,9,0.363313,0.636687
math,1,2000,2010,10,0.0,1.0
math,1,2000,2011,11,0.173537,0.826463
math,1,2000,2012,12,0.095838,0.904162
math,1,2000,2013,13,0.0,1.0
math,1,2000,2014,14,0.049504,0.950496
math,1,2000,2015,15,0.080059,0.919941
math,1,2000,2016,16,0.0,1.0
math,1,2000,2017,17,0.0,1.0
math,1,2000,2018,18,0.043525,0.956475
math,1,2000,2019,19,0.0,1.0
math,1,2000,2020,20,0.0,1.0
math,1,2000,2021,21,0.0,1.0
math,1,2000,2022,22,0.0,1.0
math,1,2000,2023,23,0.038742,0.961258
math,1,2000,2024,24,0.043525,0.956475
math,1,2000,2025,25,0.043525,0.956475
math,2,2000,2000,0,1.0,0.0
math,2,2000,2001,1,0.394361,0.605639
math,2,2000,2002,2,0.516578,0.483422
math,2,2000,2003,3,0.270905,0.729095
math,2,2000,2004,4,0.213809,0.786191
math,2,2000,2005,5,0.155183,0.844817
math,2,2000,2006,6,0.289086,0.710914
math,2,2000,2007,7,0.123584,0.876416
math,2,2000,2008,8,0.145342,0.854658
math,2,2000,2009,9,0.088246,0.911754
math,2,2000,2010,10,0.038742,0.961258
math,2,2000,2011,11,0.098284,0.901716
math,2,2000,2012,12,0.098284,0.901716
math,2,2000,2013,13,0.098284,0.901716
math,2,2000,2014,14,0.141809,0.858191
math,2,2000,2015,15,0.0,1.0
math,2,2000,2016,16,0.0,1.0
math,2,2000,2017,17,0.049504,0.950496
math,2,2000,2018,18,0.093029,0.906971
math,2,2000,2019,19,0.098284,0.901716
math,2,2000,2020,20,0.0,1.0
math,2,2000,2021,21,0.0,1.0
math,2,2000,2022,22,0.0,1.0
math,2,2000,2023,23,0.0,1.0
math,2,2000,2024,24,0.0,1.0
math,2,2000,2025,25,0.0,1.0
math,3,2000,2000,0,1.0,0.0
math,3,2000,2001,1,0.415565,0.584435
math,3,2000,2002,2,0.334031,0.665969
math,3,2000,2003,3,0.443439,0.556561
math,3,2000,2004,4,0.317281,0.682719
math,3,2000,2005,5,0.131771,0.868229
math,3,2000,2006,6,0.043525,0.956475
math,3,2000,2007,7,0.181275,0.818725
math,3,2000,2008,8,0.139363,0.860637
math,3,2000,2009,9,0.123584,0.876416
math,3,2000,2010,10,0.244086,0.755914
math,3,2000,2011,11,0.192221,0.807779
math,3,2000,2012,12,0.170284,0.829716
math,3,2000,2013,13,0.043525,0.956475
math,3,2000,2014,14,0.0,1.0
math,3,2000,2015,15,0.0,1.0
math,3,2000,2016,16,0.0,1.0
math,3,2000,2017,17,0.0,1.0
math,3,2000,2018,18,0.0,1.0
math,3,2000,2019,19,0.043525,0.956475
math,3,2000,2020,20,0.043525,0.956475
math,3,2000,2021,21,0.043525,0.956475
math,3,2000,2022,22,0.043525,0.956475
math,3,2000,2023,23,0.043525,0.956475
math,3,2000,2024,24,0.043525,0.956475
math,3,2000,2025,25,0.0,1.0
math,4,2000,2000,0,1.0,0.0
math,4,2000,2001,1,0.531008,0.468992
math,4,2000,2002,2,0.272281,0.727719
math,4,2000,2003,3,0.339094,0.660906
math,4,2000,2004,4,0.602895,0.397105
math,4,2000,2005,5,0.431023,0.568977
math,4,2000,2006,6,0.057096,0.942904
math,4,2000,2007,7,0.280747,0.719253
math,4,2000,2008,8,0.278218,0.721782
math,4,2000,2009,9,0.149204,0.850796
math,4,2000,2010,10,0.082267,0.917733
math,4,2000,2011,11,0.088246,0.911754
math,4,2000,2012,12,0.088246,0.911754
math,4,2000,2013,13,0.088246,0.911754
math,4,2000,2014,14,0.082267,0.917733
math,4,2000,2015,15,0.038742,0.961258
math,4,2000,2016,16,0.043525,0.956475
math,4,2000,2017,17,0.043525,0.956475
math,4,2000,2018,18,0.043525,0.956475
math,4,2000,2019,19,0.131771,0.868229
math,4,2000,2020,20,0.043525,0.956475
math,4,2000,2021,21,0.0,1.0
math,4,2000,2022,22,0.057096,0.942904
math,4,2000,2023,23,0.270284,0.729716
math,4,2000,2024,24,0.066937,0.933063
math,4,2000,2025,25,0.0,1.0
math,5,2000,2000,0,1.0,0.0
math,5,2000,2001,1,0.445189,0.554811
math,5,2000,2002,2,0.399548,0.600452
math,5,2000,2003,3,0.279687,0.720313
math,5,2000,2004,4,0.424637,0.575363
math,5,2000,2005,5,0.460699,0.539301
math,5,2000,2006,6,0.41437,0.58563
math,5,2000,2007,7,0.305836,0.694164
math,5,2000,2008,8,0.230964,0.769036
math,5,2000,2009,9,0.08705,0.91295
math,5,2000,2010,10,0.110462,0.889538
math,5,2000,2011,11,0.066937,0.933063
math,5,2000,2012,12,0.1774,0.8226
math,5,2000,2013,13,0.098284,0.901716
math,5,2000,2014,14,0.191313,0.808687
math,5,2000,2015,15,0.223568,0.776432
math,5,2000,2016,16,0.125284,0.874716
math,5,2000,2017,17,0.170284,0.829716
math,5,2000,2018,18,0.237221,0.762779
math,5,2000,2019,19,0.440568,0.559432
math,5,2000,2020,20,0.440568,0.559432
math,5,2000,2021,21,0.250343,0.749657
math,5,2000,2022,22,0.237221,0.762779
math,5,2000,2023,23,0.057096,0.942904
math,5,2000,2024,24,0.0,1.0
math,5,2000,2025,25,0.0,1.0
math,6,2000,2000,0,1.0,0.0
math,6,2000,2001,1,0.462691,0.537309
math,6,2000,2002,2,0.432611,0.567389
math,6,2000,2003,3,0.146996,0.853004
math,6,2000,2004,4,0.274181,0.725819
math,6,2000,2005,5,0.175897,0.824103
math,6,2000,2006,6,0.13458,0.86542
math,6,2000,2007,7,0.231884,0.768116
math,6,2000,2008,8,0.133874,0.866126
math,6,2000,2009,9,0.118801,0.881199
math,6,2000,2010,10,0.105679,0.894321
math,6,2000,2011,11,0.146996,0.853004
math,6,2000,2012,12,0.129563,0.870437
math,6,2000,2013,13,0.116441,0.883559
math,6,2000,2014,14,0.0,1.0
math,6,2000,2015,15,0.0,1.0
math,6,2000,2016,16,0.080059,0.919941
math,6,2000,2017,17,0.0,1.0
math,6,2000,2018,18,0.0,1.0
math,6,2000,2019,19,0.0,1.0
math,6,2000,2020,20,0.123584,0.876416
math,6,2000,2021,21,0.080059,0.919941
math,6,2000,2022,22,0.080059,0.919941
math,6,2000,2023,23,0.146996,0.853004
math,6,2000,2024,24,0.250343,0.749657
math,6,2000,2025,25,0.250343,0.749657
math,7,2000,2000,0,1.0,0.0
math,7,2000,2001,1,0.294784,0.705216
math,7,2000,2002,2,0.372901,0.627099
math,7,2000,2003,3,0.435506,0.564494
math,7,2000,2004,4,0.340009,0.659991
math,7,2000,2005,5,0.281387,0.718613
math,7,2000,2006,6,0.141809,0.858191
math,7,2000,2007,7,0.221122,0.778878
math,7,2000,2008,8,0.167558,0.832442
math,7,2000,2009,9,0.043525,0.956475
math,7,2000,2010,10,0.082267,0.917733
math,7,2000,2011,11,0.0,1.0
math,7,2000,2012,12,0.0,1.0
math,7,2000,2013,13,0.0,1.0
math,7,2000,2014,14,0.0,1.0
math,7,2000,2015,15,0.0,1.0
math,7,2000,2016,16,0.0,1.0
math,7,2000,2017,17,0.0,1.0
math,7,2000,2018,18,0.0,1.0
math,7,2000,2019,19,0.0,1.0
math,7,2000,2020,20,0.066937,0.933063
math,7,2000,2021,21,0.057096,0.942904
math,7,2000,2022,22,0.066937,0.933063
math,7,2000,2023,23,0.049504,0.950496
math,7,2000,2024,24,0.0,1.0
math,7,2000,2025,25,0.0,1.0
math,8,2000,2000,0,1.0,0.0
math,8,2000,2001,1,0.551672,0.448328
math,8,2000,2002,2,0.696372,0.303628
math,8,2000,2003,3,0.485009,0.514991
math,8,2000,2004,4,0.22738,0.77262
math,8,2000,2005,5,0.410227,0.589773
math,8,2000,2006,6,0.298821,0.701179
math,8,2000,2007,7,0.21183,0.78817
math,8,2000,2008,8,0.1965,0.8035
math,8,2000,2009,9,0.236162,0.763838
math,8,2000,2010,10,0.168305,0.831695
math,8,2000,2011,11,0.146996,0.853004
math,8,2000,2012,12,0.190522,0.809478
math,8,2000,2013,13,0.245281,0.754719
math,8,2000,2014,14,0.417281,0.582719
math,8,2000,2015,15,0.227056,0.772944
math,8,2000,2016,16,0.229264,0.770736
math,8,2000,2017,17,0.190522,0.809478
math,8,2000,2018,18,0.149204,0.850796
math,8,2000,2019,19,0.149204,0.850796
math,8,2000,2020,20,0.246293,0.753707
math,8,2000,2021,21,0.270905,0.729095
math,8,2000,2022,22,0.123584,0.876416
math,8,2000,2023,23,0.093029,0.906971
math,8,2000,2024,24,0.0,1.0
math,8,2000,2025,25,0.0,1.0
math,9,2000,2000,0,1.0,0.0
math,9,2000,2001,1,0.549052,0.450948
math,9,2000,2002,2,0.592137,0.407863
math,9,2000,2003,3,0.430143,0.569857
math,9,2000,2004,4,0.356814,0.643186
math,9,2000,2005,5,0.275409,0.724591
math,9,2000,2006,6,0.066937,0.933063
math,9,2000,2007,7,0.147788,0.852212
math,9,2000,2008,8,0.217062,0.782938
math,9,2000,2009,9,0.124033,0.875967
math,9,2000,2010,10,0.172617,0.827383
