doc_idx,topic_id,topic_label,confidence,original_topic_id,subject,best_model,coherence,irbo
1,12,Optimal Belief Revision,0.5678050518035889,21,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
2,8,Predictor-Based Parsing,0.5019828081130981,17,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
3,2,Nonmonotonic Logic Encoding,0.6659575700759888,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
7,49,Evolutionary Photometric Optimization,0.6086280941963196,215,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
8,2,Nonmonotonic Logic Encoding,0.6664884686470032,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
9,2,Nonmonotonic Logic Encoding,0.6719598770141602,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
10,11,Reproducibility Pitfalls,0.5927834510803223,20,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
11,2,Nonmonotonic Logic Encoding,0.7197530269622803,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
12,30,Monadic Semantics Theory,0.5775972604751587,125,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
13,11,Reproducibility Pitfalls,0.5100163221359253,20,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
15,4,Repair-Based Speech Correction,0.5744223594665527,12,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
19,30,Monadic Semantics Theory,0.593594491481781,125,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
27,44,Grid VO Authorization Systems,0.611928403377533,155,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
28,2,Nonmonotonic Logic Encoding,0.6328133344650269,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
37,11,Reproducibility Pitfalls,0.5336371660232544,20,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
41,11,Reproducibility Pitfalls,0.5401674509048462,20,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
43,2,Nonmonotonic Logic Encoding,0.7707462310791016,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
50,2,Nonmonotonic Logic Encoding,0.6987077593803406,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
51,2,Nonmonotonic Logic Encoding,0.7341797947883606,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
54,24,Conservative Parallel Simulation Scalability,0.6734786033630371,101,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
57,48,DNS-Based Web Coverage Systems,0.6178170442581177,204,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
59,49,Evolutionary Photometric Optimization,0.6691573858261108,215,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
62,49,Evolutionary Photometric Optimization,0.5869543552398682,215,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
65,2,Nonmonotonic Logic Encoding,0.6533493995666504,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
66,2,Nonmonotonic Logic Encoding,0.5482655167579651,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
80,2,Nonmonotonic Logic Encoding,0.6299301385879517,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
85,2,Nonmonotonic Logic Encoding,0.6745990514755249,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
86,0,AI Story Understanding,0.6427993774414062,2,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
90,11,Reproducibility Pitfalls,0.6439220309257507,20,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
92,8,Predictor-Based Parsing,0.5542858839035034,17,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
93,10,Foundations of Mathematical Randomness,0.7375301122665405,19,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
95,49,Evolutionary Photometric Optimization,0.5581782460212708,215,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
99,48,DNS-Based Web Coverage Systems,0.6161767244338989,204,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
100,2,Nonmonotonic Logic Encoding,0.6685397028923035,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
101,2,Nonmonotonic Logic Encoding,0.6699143052101135,5,cs,all_mpnet_base_v2,0.6713503380369381,0.9434538848310071
