subject,year_from,year_to,topic_id,category,best_match_topic,best_match_sim,words
physics,2000,2001,0,disappear,-1,0.497552,"electron, beam, structure, energy, effect, field, measurement, weak, theory, ion"
physics,2000,2001,1,merge,32,0.513881,"beam, energy, theory, measurement, source, motion, principle, electron, wave, experimental"
physics,2000,2001,2,merge,5,0.679187,"energy, field, beam, effect, transition, multi, phase, theory, wave, structure"
physics,2000,2001,3,merge,28,0.508819,"beam, energy, field, particle, phase, effect, structure, space, laser, linear"
physics,2000,2001,4,stable,50,0.52796,"beam, quantum, energy, mode, electron, effect, term, field, dynamic, phase"
physics,2000,2001,5,merge,35,0.533318,"beam, energy, dynamic, nonlinear, frequency, field, quantum, structure, order, magnetic_field"
physics,2000,2001,6,merge,28,0.557374,"beam, theory, space, energy, field, effect, particle, interaction, phase, linac"
physics,2000,2001,7,merge,32,0.567389,"energy, particle, beam, theory, dynamic, electron, atom, datum, level, cavity"
physics,2000,2001,8,merge,35,0.505527,"beam, function, ion, wave, electron, energy, field, quantum, dynamic, space"
physics,2000,2001,9,merge,5,0.637999,"energy, field, distribution, beam, theory, particle, atom, size, effect, structure"
physics,2000,2001,10,merge,35,0.526088,"beam, field, self, theory, source, energy, structure, dynamic, space, frequency"
physics,2000,2001,11,merge,32,0.574533,"energy, beam, electron, space, structure, quantum, particle, property, lifetime, atom"
physics,2000,2001,12,disappear,-1,0.449248,"ion, energy, electron, dynamic, beam, quantum, particle, atom, frequency, oscillation"
physics,2000,2001,13,stable,34,0.635158,"field, effect, structure, energy, calculation, wave, electron, quantum, particle, function"
physics,2000,2001,14,stable,55,0.645394,"energy, beam, theory, structure, function, correlation, electron, dynamic, interaction, frequency"
physics,2000,2001,15,disappear,-1,0.485548,"beam, electron, particle, energy, effect, experimental, structure, wave, dynamic, space"
physics,2000,2001,16,merge,5,0.642149,"energy, beam, theory, field, nonlinear, velocity, transition, effect, quantum, dynamic"
physics,2000,2001,17,stable,7,0.557435,"quantum, theory, electron, wave, space, beam, effect, property, mass, field"
physics,2000,2001,18,merge,2,0.564378,"energy, beam, field, quantum, atom, scale, local, structure, electron, particle"
physics,2000,2001,19,merge,28,0.564769,"electron, field, beam, effect, structure, energy, plasma, linear, quantum, dynamic"
physics,2000,2001,20,merge,5,0.700153,"energy, field, beam, ion, theory, effect, wave, electron, particle, dynamic"
physics,2000,2001,21,merge,2,0.500912,"beam, field, energy, wave, quantum, surface, space, ion, mode, magnetic_field"
