subject,topic_id,baseline_year,year,years_elapsed,cosine_sim_to_baseline,drift_from_baseline
physics,0,2000,2000,0,0.651322,0.348678
physics,0,2000,2001,1,0.357902,0.642098
physics,0,2000,2002,2,0.182195,0.817805
physics,0,2000,2003,3,0.112482,0.887518
physics,0,2000,2004,4,0.18113,0.81887
physics,0,2000,2005,5,0.231094,0.768906
physics,0,2000,2006,6,0.25313,0.74687
physics,0,2000,2007,7,0.153833,0.846167
physics,0,2000,2008,8,0.258094,0.741906
physics,0,2000,2009,9,0.090416,0.909584
physics,0,2000,2010,10,0.008657,0.991343
physics,0,2000,2011,11,0.012531,0.987469
physics,0,2000,2012,12,0.0,1.0
physics,0,2000,2013,13,0.0,1.0
physics,0,2000,2014,14,0.0,1.0
physics,0,2000,2015,15,0.0,1.0
physics,0,2000,2016,16,0.0,1.0
physics,0,2000,2017,17,0.0,1.0
physics,0,2000,2018,18,0.0,1.0
physics,0,2000,2019,19,0.0,1.0
physics,0,2000,2020,20,0.0,1.0
physics,0,2000,2021,21,0.0,1.0
physics,0,2000,2022,22,0.0,1.0
physics,0,2000,2023,23,0.0,1.0
physics,0,2000,2024,24,0.0,1.0
physics,0,2000,2025,25,0.0,1.0
physics,1,2000,2000,0,0.651322,0.348678
physics,1,2000,2001,1,0.121301,0.878699
physics,1,2000,2002,2,0.203901,0.796099
physics,1,2000,2003,3,0.144074,0.855926
physics,1,2000,2004,4,0.195469,0.804531
physics,1,2000,2005,5,0.099074,0.900926
physics,1,2000,2006,6,0.243147,0.756853
physics,1,2000,2007,7,0.072074,0.927926
physics,1,2000,2008,8,0.16249,0.83751
physics,1,2000,2009,9,0.017314,0.982686
physics,1,2000,2010,10,0.0,1.0
physics,1,2000,2011,11,0.029976,0.970024
physics,1,2000,2012,12,0.067291,0.932709
physics,1,2000,2013,13,0.147948,0.852052
physics,1,2000,2014,14,0.135416,0.864584
physics,1,2000,2015,15,0.067419,0.932581
physics,1,2000,2016,16,0.0,1.0
physics,1,2000,2017,17,0.045191,0.954809
physics,1,2000,2018,18,0.003874,0.996126
physics,1,2000,2019,19,0.0,1.0
physics,1,2000,2020,20,0.0,1.0
physics,1,2000,2021,21,0.0,1.0
physics,1,2000,2022,22,0.0,1.0
physics,1,2000,2023,23,0.0,1.0
physics,1,2000,2024,24,0.0,1.0
physics,1,2000,2025,25,0.0,1.0
physics,2,2000,2000,0,0.651322,0.348678
physics,2,2000,2001,1,0.469906,0.530094
physics,2,2000,2002,2,0.328809,0.671191
physics,2,2000,2003,3,0.280608,0.719392
physics,2,2000,2004,4,0.086709,0.913291
physics,2,2000,2005,5,0.211364,0.788636
physics,2,2000,2006,6,0.292021,0.707979
physics,2,2000,2007,7,0.112812,0.887188
physics,2,2000,2008,8,0.096562,0.903438
physics,2,2000,2009,9,0.003874,0.996126
physics,2,2000,2010,10,0.014636,0.985364
physics,2,2000,2011,11,0.045191,0.954809
physics,2,2000,2012,12,0.045191,0.954809
physics,2,2000,2013,13,0.0,1.0
physics,2,2000,2014,14,0.0,1.0
physics,2,2000,2015,15,0.180608,0.819392
physics,2,2000,2016,16,0.135416,0.864584
physics,2,2000,2017,17,0.135416,0.864584
physics,2,2000,2018,18,0.235416,0.764584
physics,2,2000,2019,19,0.090416,0.909584
physics,2,2000,2020,20,0.022228,0.977772
physics,2,2000,2021,21,0.0,1.0
physics,2,2000,2022,22,0.0,1.0
