subject,year,topic_id,top_words
cs,2000,0,"graphs, graph, rectilinear, polygon, vertex, time, algorithm, log, vertices, problem"
cs,2000,1,"logic, programs, semantics, logics, termination, calculus, programming, program, proof, theory"
cs,2000,2,"quantum, classical, gates, quant, qubits, ph, complexity, classically, proofs, entanglement"
cs,2000,5,"tsia, execution, parallel, distributed, x11, cache, nimrod, simd, performance, debugging"
cs,2000,6,"retrieval, language, caption, linguistic, natural, annotation, model, anvil, api, captioned"
cs,2000,10,"apweb, talkmine, recommendation, personalizing, keywords, information, web, content, user, users"
cs,2000,11,"robot, robots, multiagent, metamorphic, safe, cooperative, heirarchical, proteo, reconfigurable, control"
cs,2000,13,"extrans, answer, retrieval, qaviar, documents, irex, answering, question, extraction, answers"
cs,2000,14,"tx, signal, information, yy, txx, xx, blahut, arimoto, distortion, equations"
cs,2000,18,"tower, towers, places, fields, lk, kf, rational, functions, split, function"
cs,2000,20,"rbfns, derivatives, curve, linear, approximation, squares, non, orthogonal, rbf, stability"
cs,2000,22,"rules, logic, checking, rsld, automata, systems, atom, clausal, elimination, scheduling"
cs,2000,23,"speech, word, prosodic, asr, language, recognition, model, switchboard, prosody, models"
cs,2000,24,"multicast, stock, exchange, ticker, exchanges, electronic, blockchain, receivers, rmp, internet"
cs,2000,27,"karttunen, coset, prewhitening, choosen, satta, smolensky, gradient, syllabification, multiplicative, finite"
cs,2000,28,"mtus, packet, httpfs, ip, red, goodput, files, handoff, mobility, http"
cs,2000,29,"word, wsd, disambiguation, phrase, nlg3, nlg2, corpus, language, exemplar, words"
cs,2000,30,"dialogue, speech, act, scripts, perspicuous, conversational, output, acts, meta, pronouns"
cs,2000,31,"agent, requests, mas, agents, emph, brainstorm, queues, loaded, invariants, algorithms"
cs,2000,34,"channel, vep, noi, compression, condition, coding, sw, channels, sv, lfi"
cs,2000,35,"asf, sdf, rewrite, code, language, rule, compilers, compiler, consing, subterm"
cs,2000,36,"faloutsos, centrality, laws, power, degree, law, graphs, leq, vertex, equivalent"
cs,2000,37,"peg, solitaire, player, game, duotaire, ravikumar, games, nim, whichever, pegs"
cs,2000,38,"software, diaplan, language, model, simlab, statecharts, uml, systems, dsls, debugging"
cs,2000,41,"collaboratories, corr, scientific, communicative, forums, electronic, alamos, scholarly, cscw, citation"
cs,2000,42,"buy, stocks, dollar, game, hold, investors, online, problem, optimal, investment"
cs,2000,43,"english, language, languages, documents, clir, translation, web, anarchic, queries, multilinguality"
cs,2000,44,"students, vj, java, lab, plata, applets, simulations, pictorial, practicing, fun"
cs,2000,45,"corr, commentaries, repository, response, computing, research, discusses, involved, policy, issues"
cs,2000,46,"asa, annealing, simulated, lessons, replicate, author, volunteered, rerun, pitfall, mail"
cs,2000,47,"speech, cepstrum, noise, cepstral, frames, white, detector, based, reasonably, snr"
cs,2000,48,"ripple, torque, compensator, neuro, fuzzy, srm, drive, reluctance, currents, converter"
cs,2000,49,"ulysse, virtual, worlds, verbal, skeleton, vrml, interaction, user, stripped, reality"
cs,2000,52,"cmp, dispersion, dummy, film, hdp, waveguide, cvd, discretizing, mesh, meshes"
cs,2000,54,"debugging, grammar, program, debugger, java, instrumentation, grammars, testsuites, testsuite, software"
