subject,year,topic_id,doc_count,total_docs_year,proportion,top_words
cs,2000,0,24,488,0.04918,"graphs, hypergraphs, adjacency, subgraphs, multigraphs"
cs,2000,1,80,488,0.163934,"formalization, formalisation, abstractions, formalized, abstraction"
cs,2000,2,16,488,0.032787,"quantum, qubits, qubit, entanglement, quantization"
cs,2000,3,0,488,0.0,"reinforcement, learns, learnt, learning, memorization"
cs,2000,4,0,488,0.0,"privacy, adversarially, randomization, efficientnet, adversarial"
cs,2000,5,9,488,0.018443,"multiprocessor, parallelization, parallelizable, supercomputer, supercomputing"
cs,2000,6,2,488,0.004098,"multimodal, multimodality, deepmind, captioning, deeplabv"
cs,2000,7,0,488,0.0,"learns, memorization, learnt, deepmind, memorizing"
cs,2000,8,0,488,0.0,"multiplexing, mimo, multicarrier, transmitting, transmit"
cs,2000,9,0,488,0.0,"graphon, hypergraph, graphs, networks, subgraph"
cs,2000,10,2,488,0.004098,"recommender, recommenders, recommending, personalization, personalized"
cs,2000,11,2,488,0.004098,"robotics, unmanned, maneuvers, planning, trajectory"
cs,2000,12,0,488,0.0,"cnn, imagenet, cnns, convnets, deeplabv"
cs,2000,13,6,488,0.012295,"retrieval, wordnet, annotators, annotating, textual"
cs,2000,14,1,488,0.002049,"backpropagation, softmax, convnets, neural, regularization"
cs,2000,15,0,488,0.0,"autonomous, driving, vehicles, highways, highway"
cs,2000,16,0,488,0.0,"adversarial, adversarially, cnns, convnets, gans"
cs,2000,17,0,488,0.0,"bioinformatics, modelnet, genomics, shapenet, softmax"
cs,2000,18,2,488,0.004098,"computations, groebner, polynomially, algebraic, polynomials"
cs,2000,19,0,488,0.0,"imagenet, convnets, segmentation, deeplabv, segmentations"
cs,2000,20,1,488,0.002049,"tensorflow, backpropagation, modelnet, rnns, convnets"
cs,2000,21,0,488,0.0,"robotic, robotics, robot, deepmind, learns"
cs,2000,22,7,488,0.014344,"automata, formalization, programmability, decidability, formalisation"
cs,2000,23,10,488,0.020492,"autoencoders, autoencoder, utterances, lstm, transcription"
cs,2000,24,1,488,0.002049,"blockchain, blockchains, cryptosystem, cryptosystems, crypto"
cs,2000,25,0,488,0.0,"microblogging, tweets, twitter, influencers, blogs"
cs,2000,26,0,488,0.0,"subcodes, coded, encodes, encode, decoding"
cs,2000,27,2,488,0.004098,"minimizers, optimizations, minimizes, optimizers, optimizer"
cs,2000,28,5,488,0.010246,"packetization, bandwidth, bandwidths, tcp, throughput"
cs,2000,29,7,488,0.014344,"embeddings, wordnet, linguistic, corpus, denotational"
cs,2000,30,3,488,0.006148,"dialogues, dialogs, dialogue, dialog, conversational"
cs,2000,31,2,488,0.004098,"automate, agent, agents, automation, toolkits"
cs,2000,32,0,488,0.0,"odometry, slam, gps, lidar, maps"
cs,2000,33,0,488,0.0,"convnets, cnns, cnn, imagenet, convnet"
cs,2000,34,4,488,0.008197,"decoding, decoders, channels, decoder, communications"
cs,2000,35,1,488,0.002049,"codewords, coding, codeword, compilers, bytecode"
cs,2000,36,2,488,0.004098,"networks, adjacency, nodes, graphs, graphon"
cs,2000,37,1,488,0.002049,"optimality, allocations, games, metaheuristics, bargaining"
cs,2000,38,6,488,0.012295,"specification, formalization, programmability, formalisation, modelling"
cs,2000,39,0,488,0.0,"gans, gan, generative, autoencoders, adversarial"
cs,2000,40,0,488,0.0,"ai, ais, intelligibility, intelligence, ethical"
cs,2000,41,3,488,0.006148,"bibliometric, bibliometrics, bibliographic, citations, scholarly"
cs,2000,42,1,488,0.002049,"bandits, bandit, optimal, optimality, optimise"
cs,2000,43,2,488,0.004098,"multilingual, lingual, bilingual, languages, monolingual"
cs,2000,44,2,488,0.004098,"tutoring, learners, tutors, educational, pedagogical"
cs,2000,45,2,488,0.004098,"agile, developers, development, develop, devops"
cs,2000,46,2,488,0.004098,"metaheuristics, optimisations, metaheuristic, optimizations, optimisation"
cs,2000,47,1,488,0.002049,"audioset, voice, audiovisual, audio, voices"
cs,2000,48,1,488,0.002049,"spiking, neuron, neuromorphic, neurons, neuronal"
cs,2000,49,1,488,0.002049,"vr, usability, immersive, interactive, accessibility"
cs,2000,50,0,488,0.0,"imagenet, deepmind, convnets, bottlenecks, autoencoders"
cs,2000,51,0,488,0.0,"compressive, sparseness, sparse, sparsest, sparser"
cs,2000,52,3,488,0.006148,"meshing, galerkin, discretizations, discretization, numerically"
cs,2000,53,0,488,0.0,"learns, contextualize, contextualizing, contextualized, learnt"
cs,2000,54,8,488,0.016393,"testability, refactorings, compilers, debugger, codebases"
cs,2000,55,0,488,0.0,"lte, bandwidth, bandwidths, multicarrier, cellular"
cs,2000,56,0,488,0.0,"classifiers, softmax, predicting, predictability, classification"
cs,2000,57,15,488,0.030738,"satisfiability, satisfiable, unsatisfiable, constraints, quantifiable"
cs,2000,58,0,488,0.0,"deeplabv, imagenet, convnets, cnn, supervised"
cs,2000,59,0,488,0.0,"attention, attentional, attentions, autoencoders, lstm"
cs,2000,60,3,488,0.006148,"classifiers, classifier, classification, classifying, classify"
cs,2000,61,0,488,0.0,"adversarially, adversarial, exploitable, exploiting, exploits"
cs,2000,62,1,488,0.002049,"translations, translators, translator, translational, translating"
cs,2000,63,2,488,0.004098,"causal, causality, causally, inferences, causation"
cs,2000,64,2,488,0.004098,"mapreduce, parallelization, graphon, parallelizable, parallelized"
cs,2000,65,0,488,0.0,"forecaster, forecast, forecasters, forecasting, forecasts"
cs,2000,66,1,488,0.002049,"packetization, radios, bandwidth, multicarrier, transmit"
cs,2000,67,0,488,0.0,"reinforcement, learns, agents, agent, multiagent"
cs,2000,68,0,488,0.0,"classifiers, predictability, supervised, adversarially, softmax"
cs,2000,69,0,488,0.0,"forecasting, forecaster, forecast, forecasts, forecasters"
cs,2000,70,0,488,0.0,"videos, subtitles, deepmind, deeplabv, inceptionv"
cs,2000,71,0,488,0.0,"autoencoders, generative, autoencoder, encoders, softmax"
cs,2000,72,0,488,0.0,"annotating, annotators, annotations, wordnet, semantic"
cs,2000,73,0,488,0.0,"deepmind, videos, convnets, inceptionv, footage"
cs,2000,74,0,488,0.0,"grasping, grasps, grasp, robotics, robotic"
cs,2000,75,0,488,0.0,"mobilenet, efficientnet, sdn, mobilenetv, supernet"
cs,2000,76,0,488,0.0,"autoencoders, imagenet, multimodal, inception, deepmind"
cs,2000,77,0,488,0.0,"depthwise, depth, deeplabv, deepmind, stereoscopic"
cs,2000,78,2,488,0.004098,"entropy, derandomization, probabilistic, informational, stochastically"
cs,2000,79,1,488,0.002049,"exploits, cryptosystems, cryptosystem, vulnerabilities, exploitable"
cs,2000,80,7,488,0.014344,"automata, monadic, decidability, automaton, turing"
cs,2000,81,0,488,0.0,"lidar, pointnet, inceptionv, shapenet, inception"
cs,2000,82,0,488,0.0,"imaging, tomography, mri, tomographic, mris"
cs,2000,83,0,488,0.0,"microgrids, forecaster, forecasting, forecasters, forecast"
cs,2000,84,0,488,0.0,"learns, forgetting, memorization, memorize, learnt"
cs,2000,85,6,488,0.012295,"protocols, protocol, distributed, contention, packetization"
cs,2000,86,0,488,0.0,"pose, poses, posing, articulated, kinect"
cs,2000,87,0,488,0.0,"navigational, navigation, navigates, navigate, deepmind"
cs,2000,88,0,488,0.0,"deeplabv, supervised, classifiers, labeling, classifying"
cs,2000,89,0,488,0.0,"illumination, rendering, reflectance, renderings, shading"
cs,2000,90,0,488,0.0,"pointnet, shapenet, modelnet, imagenet, inceptionv"
cs,2000,91,1,488,0.002049,"privacy, anonymization, security, gdpr, apps"
cs,2000,92,2,488,0.004098,"clusterings, clustering, cluster, clusters, clustered"
cs,2000,93,1,488,0.002049,"visualizations, visualisations, visualizing, visualization, visualize"
cs,2000,94,2,488,0.004098,"audioset, midi, music, audiovisual, musical"
cs,2000,95,0,488,0.0,"discriminatory, discrimination, fairness, biasing, bias"
cs,2000,96,0,488,0.0,"clusterings, communities, adjacency, cluster, networks"
cs,2000,97,0,488,0.0,"imagenet, deepmind, crop, supervised, classifiers"
