subject,topic_id,baseline_year,year,years_elapsed,cosine_sim_to_baseline,drift_from_baseline
physics,0,2000,2000,0,0.651322,0.348678
physics,0,2000,2001,1,0.153833,0.846167
physics,0,2000,2002,2,0.0,1.0
physics,0,2000,2003,3,0.0,1.0
physics,0,2000,2004,4,0.0,1.0
physics,0,2000,2005,5,0.014636,0.985364
physics,0,2000,2006,6,0.014636,0.985364
physics,0,2000,2007,7,0.003874,0.996126
physics,0,2000,2008,8,0.0,1.0
physics,0,2000,2009,9,0.014636,0.985364
physics,0,2000,2010,10,0.153833,0.846167
physics,0,2000,2011,11,0.0,1.0
physics,0,2000,2012,12,0.0,1.0
physics,0,2000,2013,13,0.003874,0.996126
physics,0,2000,2014,14,0.014636,0.985364
physics,0,2000,2015,15,0.014636,0.985364
physics,0,2000,2016,16,0.0,1.0
physics,0,2000,2017,17,0.014636,0.985364
physics,0,2000,2018,18,0.036864,0.963136
physics,0,2000,2019,19,0.0,1.0
physics,0,2000,2020,20,0.0,1.0
physics,0,2000,2021,21,0.0,1.0
physics,0,2000,2022,22,0.014636,0.985364
physics,0,2000,2023,23,0.014636,0.985364
physics,0,2000,2024,24,0.045191,0.954809
physics,0,2000,2025,25,0.008657,0.991343
physics,1,2001,2001,0,0.651322,0.348678
physics,1,2001,2002,1,0.0,1.0
physics,1,2001,2003,2,0.0,1.0
physics,1,2001,2004,3,0.0,1.0
physics,1,2001,2005,4,0.0,1.0
physics,1,2001,2006,5,0.0,1.0
physics,1,2001,2007,6,0.0,1.0
physics,1,2001,2008,7,0.0,1.0
physics,1,2001,2009,8,0.0,1.0
physics,1,2001,2010,9,0.0,1.0
physics,1,2001,2011,10,0.0,1.0
physics,1,2001,2012,11,0.0,1.0
physics,1,2001,2013,12,0.0,1.0
physics,1,2001,2014,13,0.0,1.0
physics,1,2001,2015,14,0.0,1.0
physics,1,2001,2016,15,0.0,1.0
physics,1,2001,2017,16,0.0,1.0
physics,1,2001,2018,17,0.0,1.0
physics,1,2001,2019,18,0.0,1.0
physics,1,2001,2020,19,0.0,1.0
physics,1,2001,2021,20,0.0,1.0
physics,1,2001,2022,21,0.0,1.0
physics,1,2001,2023,22,0.0,1.0
physics,1,2001,2024,23,0.0,1.0
physics,1,2001,2025,24,0.0,1.0
physics,2,2000,2000,0,0.651322,0.348678
physics,2,2000,2001,1,0.137122,0.862878
physics,2,2000,2002,2,0.063416,0.936584
physics,2,2000,2003,3,0.0,1.0
physics,2,2000,2004,4,0.0,1.0
physics,2,2000,2005,5,0.0,1.0
physics,2,2000,2006,6,0.032069,0.967931
physics,2,2000,2007,7,0.032069,0.967931
physics,2,2000,2008,8,0.054297,0.945703
physics,2,2000,2009,9,0.0,1.0
physics,2,2000,2010,10,0.023293,0.976707
physics,2,2000,2011,11,0.0,1.0
physics,2,2000,2012,12,0.014636,0.985364
physics,2,2000,2013,13,0.077261,0.922739
physics,2,2000,2014,14,0.0,1.0
physics,2,2000,2015,15,0.014636,0.985364
physics,2,2000,2016,16,0.054297,0.945703
physics,2,2000,2017,17,0.095486,0.904514
physics,2,2000,2018,18,0.032069,0.967931
physics,2,2000,2019,19,0.040727,0.959273
physics,2,2000,2020,20,0.046705,0.953295
physics,2,2000,2021,21,0.054297,0.945703
physics,2,2000,2022,22,0.067419,0.932581
physics,2,2000,2023,23,0.063416,0.936584
physics,2,2000,2024,24,0.022228,0.977772
physics,2,2000,2025,25,0.094291,0.905709
physics,3,2000,2000,0,0.651322,0.348678
physics,3,2000,2001,1,0.149061,0.850939
physics,3,2000,2002,2,0.167486,0.832514
physics,3,2000,2003,3,0.135416,0.864584
physics,3,2000,2004,4,0.032069,0.967931
physics,3,2000,2005,5,0.032069,0.967931
