doc_idx,topic_id,topic_label,confidence,original_topic_id,subject,best_model,coherence,irbo
0,22,ASM symmetry classes,0.6356797218322754,26,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
1,10,Floquet dynamics,0.6440941095352173,13,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
3,22,ASM symmetry classes,0.6624014377593994,26,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
4,88,Minkowski question-mark differentiability,0.5868501663208008,298,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
6,22,ASM symmetry classes,0.6668572425842285,26,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
7,43,Reflection-group symmetric functions,0.6400324106216431,79,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
9,23,Local cohomology monomial ideals,0.6807360053062439,27,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
10,32,Johnson equation solitons,0.6872376203536987,41,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
11,9,Multiplier ideals,0.5507720708847046,12,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
12,48,Algebraic Hodge motives,0.6738251447677612,84,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
13,13,Clifford-algebra group theory,0.649973452091217,16,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
15,77,Cross-product quantum calculus,0.6185194253921509,164,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
16,85,Sheaf cohomology complexes,0.6284589767456055,258,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
17,30,Commutative Hopf algebra structures,0.5829783082008362,37,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
19,26,Diagram isomorphism,0.6556817293167114,31,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
20,6,Polynomial norm bounds,0.6441993713378906,9,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
21,84,p-adic Tannakian formalism,0.5881001949310303,238,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
22,25,Noncommutative pressure theory (generalized),0.6166565418243408,29,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
23,10,Floquet dynamics,0.6308565735816956,13,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
24,10,Floquet dynamics,0.641146183013916,13,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
25,15,Loop group Verlinde,0.6081618666648865,18,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
27,19,Quantum affine representations,0.5015677213668823,22,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
29,10,Floquet dynamics,0.7296464443206787,13,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
33,46,Noise-induced heteroclinic dynamics,0.6452926993370056,82,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
34,20,Continued fraction bifurcation,0.5910939574241638,23,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
36,16,Combinatorial game theory,0.5429677367210388,19,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
37,11,Foliation theory,0.7206393480300903,14,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
38,53,q-difference kernels,0.6019424200057983,107,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
39,28,Multivalued invariant subspaces,0.5915820002555847,35,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
40,71,Integer sum/product growth bounds,0.5655311346054077,147,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
41,18,Star products on manifolds,0.6282232999801636,21,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
42,5,Mirror symmetry cohomology,0.5627519488334656,8,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
43,10,Floquet dynamics,0.6237572431564331,13,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
44,22,ASM symmetry classes,0.6619594693183899,26,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
45,6,Polynomial norm bounds,0.6179814338684082,9,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
46,8,Yangian deformations,0.664287269115448,11,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
48,10,Floquet dynamics,0.6518262028694153,13,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
49,77,Cross-product quantum calculus,0.6085442304611206,164,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
50,15,Loop group Verlinde,0.6589426398277283,18,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
51,15,Loop group Verlinde,0.7294678688049316,18,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
52,20,Continued fraction bifurcation,0.5846647024154663,23,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
53,53,q-difference kernels,0.5488845705986023,107,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
56,28,Multivalued invariant subspaces,0.5259409546852112,35,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
57,4,Krein-space kernels,0.5544425249099731,7,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
59,3,Homogenization theory (generalized),0.5537748336791992,6,math,all_mpnet_base_v2,0.6922178013931182,0.9134767036561131
