subject,topic_id,year_from,year_to,cosine_sim,drift
physics,0,2000,2001,0.4,0.6
physics,1,2000,2001,0.8,0.2
physics,2,2000,2001,0.8,0.2
physics,3,2000,2001,0.7,0.3
physics,4,2000,2001,0.8,0.2
physics,6,2000,2001,0.8,0.2
physics,7,2000,2001,0.5,0.5
physics,8,2000,2001,0.6,0.4
physics,10,2000,2001,0.5,0.5
physics,11,2000,2001,0.2,0.8
physics,13,2000,2001,0.5,0.5
physics,14,2000,2001,0.5,0.5
physics,15,2000,2001,0.7,0.3
physics,16,2000,2001,0.4,0.6
physics,17,2000,2001,0.6,0.4
physics,18,2000,2001,0.3,0.7
physics,20,2000,2001,0.6,0.4
physics,21,2000,2001,0.4,0.6
physics,22,2000,2001,0.6,0.4
physics,25,2000,2001,0.0,1.0
physics,26,2000,2001,0.8,0.2
physics,30,2000,2001,0.7,0.3
physics,32,2000,2001,0.4,0.6
physics,39,2000,2001,0.6,0.4
physics,42,2000,2001,0.6,0.4
physics,49,2000,2001,0.9,0.1
physics,51,2000,2001,0.7,0.3
physics,53,2000,2001,0.4,0.6
physics,61,2000,2001,0.4,0.6
physics,62,2000,2001,0.6,0.4
physics,64,2000,2001,0.4,0.6
physics,67,2000,2001,0.9,0.1
physics,68,2000,2001,1.0,0.0
physics,69,2000,2001,0.8,0.2
physics,70,2000,2001,0.7,0.3
physics,0,2001,2002,0.3,0.7
physics,2,2001,2002,0.6,0.4
physics,3,2001,2002,0.5,0.5
physics,4,2001,2002,0.7,0.3
physics,6,2001,2002,0.7,0.3
physics,7,2001,2002,0.5,0.5
physics,8,2001,2002,0.6,0.4
physics,9,2001,2002,0.6,0.4
physics,10,2001,2002,0.6,0.4
physics,13,2001,2002,0.7,0.3
physics,14,2001,2002,0.3,0.7
physics,15,2001,2002,0.5,0.5
physics,17,2001,2002,0.6,0.4
physics,18,2001,2002,0.8,0.2
physics,20,2001,2002,0.8,0.2
physics,21,2001,2002,0.5,0.5
physics,22,2001,2002,0.8,0.2
physics,25,2001,2002,0.2,0.8
physics,26,2001,2002,0.7,0.3
physics,30,2001,2002,0.7,0.3
physics,32,2001,2002,0.3,0.7
physics,35,2001,2002,0.4,0.6
physics,39,2001,2002,0.3,0.7
physics,42,2001,2002,0.6,0.4
physics,49,2001,2002,0.3,0.7
physics,50,2001,2002,0.7,0.3
physics,51,2001,2002,0.5,0.5
physics,53,2001,2002,0.5,0.5
physics,57,2001,2002,0.5,0.5
physics,61,2001,2002,0.8,0.2
physics,62,2001,2002,0.6,0.4
physics,64,2001,2002,0.4,0.6
physics,66,2001,2002,0.7,0.3
physics,67,2001,2002,0.5,0.5
physics,68,2001,2002,0.8,0.2
physics,69,2001,2002,0.5,0.5
physics,70,2001,2002,0.2,0.8
physics,71,2001,2002,0.7,0.3
physics,0,2002,2003,0.4,0.6
physics,2,2002,2003,0.7,0.3
physics,3,2002,2003,0.8,0.2
physics,4,2002,2003,0.8,0.2
physics,6,2002,2003,0.5,0.5
physics,7,2002,2003,0.2,0.8
physics,9,2002,2003,0.5,0.5
physics,10,2002,2003,0.6,0.4
physics,14,2002,2003,0.7,0.3
physics,15,2002,2003,0.4,0.6
physics,17,2002,2003,0.6,0.4
physics,18,2002,2003,0.4,0.6
physics,20,2002,2003,0.4,0.6
physics,21,2002,2003,0.4,0.6
physics,22,2002,2003,0.6,0.4
physics,25,2002,2003,0.7,0.3
physics,26,2002,2003,0.8,0.2
physics,28,2002,2003,0.8,0.2
physics,30,2002,2003,0.8,0.2
physics,31,2002,2003,0.6,0.4
physics,32,2002,2003,0.8,0.2
physics,41,2002,2003,0.9,0.1
physics,42,2002,2003,0.7,0.3
physics,43,2002,2003,0.4,0.6
physics,47,2002,2003,0.5,0.5
physics,49,2002,2003,0.7,0.3
physics,51,2002,2003,0.6,0.4
physics,57,2002,2003,0.8,0.2
physics,59,2002,2003,0.6,0.4
physics,62,2002,2003,0.6,0.4
physics,63,2002,2003,0.7,0.3
physics,64,2002,2003,0.6,0.4
physics,66,2002,2003,0.7,0.3
physics,67,2002,2003,0.5,0.5
physics,68,2002,2003,0.9,0.1
physics,69,2002,2003,0.3,0.7
physics,70,2002,2003,0.7,0.3
physics,73,2002,2003,0.3,0.7
physics,0,2003,2004,0.6,0.4
physics,1,2003,2004,0.5,0.5
physics,2,2003,2004,0.8,0.2
physics,3,2003,2004,0.4,0.6
physics,4,2003,2004,0.7,0.3
physics,6,2003,2004,0.7,0.3
physics,7,2003,2004,0.1,0.9
physics,9,2003,2004,0.7,0.3
physics,10,2003,2004,0.4,0.6
