subject,year_from,year_to,topic_id,words
cs,2000,2001,0,"graphs, exactcolor, bhlevel, log, graph, planar, vertices, edges, vertex, problem"
cs,2000,2001,1,"quantum, classical, qma, complexity, lower, bound, fermionic, 2q1cas, automata, qpa"
cs,2000,2001,3,"policy, observable, partially, grep, reinforcement, rl, pomdps, value, markovian, vaps"
cs,2000,2001,5,"jumps, jump, hammock, recommender, recommendation, evaluating, what, movie, relating, artifact"
cs,2000,2001,6,"expresso, protein, snp, microarray, peptide, pine, trait, sequence, toolbox, loblolly"
cs,2000,2001,9,"parallel, mpi, systolic, openmp, vme, commands, unix, memory, jefferson, computing"
cs,2000,2001,10,"resonances, filter, allpass, rectangular, acoustical, enclosure, instrument, delay, frequency, excitation"
cs,2000,2001,17,"topology, mechanics, networks, quoted, chemicals, complex, routers, reviewing, statistical, network"
cs,2000,2001,21,"transcribed, speech, word, unsupervised, statistical, incremental, tests, discovery, procedure, competitive"
cs,2000,2001,23,"answer, question, answering, subproblems, typing, overlap, hood, exams, trec, diagnosing"
cs,2000,2001,24,"trentino, argmin, touristic, boosting, alps, friedman, winter, series, season, functionals"
cs,2000,2001,25,"codes, stabilizer, clifford, bch, coset, algebraic, generalized, geometry, curves, xing"
cs,2000,2001,27,"rbf, boundary, bkm, mkm, knot, hermite, symmetric, type, discretization, radial"
cs,2000,2001,29,"guidebook, tips, tap, house, companions, touchscreen, visitors, historic, played, headphones"
cs,2000,2001,35,"revolution, publishing, journals, scientists, free, scientific, position, would, create, take"
cs,2000,2001,36,"pollack, ceil, graham, recurrences, circuits, conquer, theorem, divide, gates, frankl"
cs,2000,2001,37,"initiative, mixed, dialog, interaction, partial, voicexml, fia, dialogue, disguised, usefully"
cs,2000,2001,41,"suppressed, cells, analytic, tabulated, invariant, table, privacy, sensitive, disclosed, suppressing"
cs,2000,2001,44,"timed, automata, pushdown, checking, properties, ccp, asynchronous, concurrent, fairness, pta"
cs,2000,2001,50,"gpcg, tao, toraldo, problems, originally, toolkit, processors, processor, convex, had"
