subject,topic_id,baseline_year,year,years_elapsed,cosine_sim_to_baseline,drift_from_baseline
cs,0,2000,2000,0,0.651322,0.348678
cs,0,2000,2001,1,0.003874,0.996126
cs,0,2000,2002,2,0.0,1.0
cs,0,2000,2003,3,0.003874,0.996126
cs,0,2000,2004,4,0.0,1.0
cs,0,2000,2005,5,0.022228,0.977772
cs,0,2000,2006,6,0.0,1.0
cs,0,2000,2007,7,0.0,1.0
cs,0,2000,2008,8,0.0,1.0
cs,0,2000,2009,9,0.0,1.0
cs,0,2000,2010,10,0.003874,0.996126
cs,0,2000,2011,11,0.0,1.0
cs,0,2000,2012,12,0.007748,0.992252
cs,0,2000,2013,13,0.003874,0.996126
cs,0,2000,2014,14,0.026102,0.973898
cs,0,2000,2015,15,0.003874,0.996126
cs,0,2000,2016,16,0.003874,0.996126
cs,0,2000,2017,17,0.003874,0.996126
cs,0,2000,2018,18,0.01851,0.98149
cs,0,2000,2019,19,0.003874,0.996126
cs,0,2000,2020,20,0.003874,0.996126
cs,0,2000,2021,21,0.003874,0.996126
cs,0,2000,2022,22,0.012531,0.987469
cs,0,2000,2023,23,0.003874,0.996126
cs,0,2000,2024,24,0.003874,0.996126
cs,0,2000,2025,25,0.003874,0.996126
cs,1,2000,2000,0,0.651322,0.348678
cs,1,2000,2001,1,0.30749,0.69251
cs,1,2000,2002,2,0.298833,0.701167
cs,1,2000,2003,3,0.313469,0.686531
cs,1,2000,2004,4,0.30749,0.69251
cs,1,2000,2005,5,0.298833,0.701167
cs,1,2000,2006,6,0.298833,0.701167
cs,1,2000,2007,7,0.298833,0.701167
cs,1,2000,2008,8,0.298833,0.701167
cs,1,2000,2009,9,0.280608,0.719392
cs,1,2000,2010,10,0.321061,0.678939
cs,1,2000,2011,11,0.298833,0.701167
cs,1,2000,2012,12,0.298833,0.701167
cs,1,2000,2013,13,0.298833,0.701167
cs,1,2000,2014,14,0.298833,0.701167
cs,1,2000,2015,15,0.298833,0.701167
cs,1,2000,2016,16,0.30749,0.69251
cs,1,2000,2017,17,0.298833,0.701167
cs,1,2000,2018,18,0.298833,0.701167
cs,1,2000,2019,19,0.298833,0.701167
cs,1,2000,2020,20,0.298833,0.701167
cs,1,2000,2021,21,0.298833,0.701167
cs,1,2000,2022,22,0.298833,0.701167
cs,1,2000,2023,23,0.298833,0.701167
cs,1,2000,2024,24,0.30749,0.69251
cs,1,2000,2025,25,0.298833,0.701167
cs,2,2008,2008,0,0.651322,0.348678
cs,2,2008,2011,3,0.0,1.0
cs,2,2008,2013,5,0.0,1.0
cs,2,2008,2014,6,0.0,1.0
cs,2,2008,2015,7,0.0,1.0
cs,2,2008,2016,8,0.0,1.0
cs,2,2008,2017,9,0.0,1.0
cs,2,2008,2018,10,0.0,1.0
cs,2,2008,2019,11,0.0,1.0
cs,2,2008,2020,12,0.0,1.0
cs,2,2008,2021,13,0.0,1.0
cs,2,2008,2022,14,0.0,1.0
cs,2,2008,2023,15,0.0,1.0
cs,2,2008,2024,16,0.0,1.0
cs,2,2008,2025,17,0.0,1.0
cs,3,2001,2001,0,0.651322,0.348678
cs,3,2001,2002,1,0.244074,0.755926
cs,3,2001,2004,3,0.059827,0.940173
cs,3,2001,2005,4,0.0,1.0
cs,3,2001,2006,5,0.049066,0.950934
cs,3,2001,2007,6,0.0,1.0
cs,3,2001,2008,7,0.235416,0.764584
cs,3,2001,2009,8,0.0,1.0
cs,3,2001,2011,10,0.053849,0.946151
cs,3,2001,2012,11,0.045191,0.954809
cs,3,2001,2013,12,0.095486,0.904514
cs,3,2001,2014,13,0.090416,0.909584
cs,3,2001,2015,14,0.235416,0.764584
cs,3,2001,2016,15,0.032069,0.967931
cs,3,2001,2017,16,0.267486,0.732514
cs,3,2001,2018,17,0.167486,0.832514
cs,3,2001,2019,18,0.267486,0.732514
cs,3,2001,2020,19,0.267486,0.732514
cs,3,2001,2021,20,0.167486,0.832514
cs,3,2001,2022,21,0.267486,0.732514
cs,3,2001,2023,22,0.267486,0.732514
cs,3,2001,2024,23,0.267486,0.732514
cs,3,2001,2025,24,0.167486,0.832514
cs,4,2000,2000,0,0.651322,0.348678
cs,4,2000,2001,1,0.435163,0.564837
cs,4,2000,2002,2,0.478896,0.521104
cs,4,2000,2003,3,0.483551,0.516449
cs,4,2000,2004,4,0.384004,0.615996
cs,4,2000,2005,5,0.484735,0.515265
cs,4,2000,2006,6,0.383842,0.616158
cs,4,2000,2007,7,0.075168,0.924832
cs,4,2000,2008,8,0.199118,0.800882
cs,4,2000,2009,9,0.239291,0.760709
cs,4,2000,2010,10,0.365123,0.634877
cs,4,2000,2011,11,0.334905,0.665095
cs,4,2000,2012,12,0.247948,0.752052
cs,4,2000,2013,13,0.139291,0.860709
cs,4,2000,2014,14,0.35313,0.64687
cs,4,2000,2015,15,0.288356,0.711644
cs,4,2000,2016,16,0.081926,0.918074
cs,4,2000,2017,17,0.139291,0.860709
cs,4,2000,2018,18,0.321334,0.678666
cs,4,2000,2019,19,0.253926,0.746074
cs,4,2000,2020,20,0.302707,0.697293
cs,4,2000,2021,21,0.293139,0.706861
cs,4,2000,2022,22,0.347898,0.652102
cs,4,2000,2023,23,0.257801,0.742199
cs,4,2000,2024,24,0.13471,0.86529
cs,4,2000,2025,25,0.376094,0.623906
cs,5,2001,2001,0,0.651322,0.348678
cs,5,2001,2003,2,0.063416,0.936584
cs,5,2001,2006,5,0.0,1.0
cs,5,2001,2007,6,0.095486,0.904514
cs,5,2001,2008,7,0.063416,0.936584
cs,5,2001,2009,8,0.032069,0.967931
cs,5,2001,2010,9,0.0,1.0
cs,5,2001,2011,10,0.063416,0.936584
cs,5,2001,2012,11,0.014636,0.985364
cs,5,2001,2013,12,0.032069,0.967931
cs,5,2001,2014,13,0.064139,0.935861
cs,5,2001,2015,14,0.095486,0.904514
cs,5,2001,2016,15,0.104143,0.895857
cs,5,2001,2017,16,0.095486,0.904514
cs,5,2001,2018,17,0.095486,0.904514
cs,5,2001,2019,18,0.095486,0.904514
cs,5,2001,2020,19,0.095486,0.904514
