subject,year_from,year_to,topic_id,category,best_match_topic,best_match_sim,words
cs,2000,2001,0,disappear,-1,0.038742,"rectilinear, polygon, csp, crossing, flipturn, polylog, coloring, flipturns, polygons, log"
cs,2000,2001,1,evolve,1,0.412094,"quantum, gates, quant, classical, ph, classically, proofs, oblivious, complexity, group"
cs,2000,2001,4,stable,4,0.609502,"logic, termination, programs, semantics, logics, programming, program, rules, isabelle, calculus"
cs,2000,2001,9,disappear,-1,0.038742,"massively, simd, misses, grids, surface, multicomputers, stencil, wilkinson, cache, parallel"
cs,2000,2001,17,disappear,-1,0.0,"faloutsos, laws, centrality, power, degree, out, law, equivalent, note, hereafter"
cs,2000,2001,21,disappear,-1,0.170284,"word, hypotheses, repairs, flemish, dutch, pronunciation, graphemes, phoneme, lattice, accuracy"
cs,2000,2001,23,evolve,23,0.25853,"extrans, answer, qaviar, extraction, phrases, answers, manpages, question, documents, answering"
cs,2000,2001,25,disappear,-1,0.170284,"infinite, observable, support, definitions, controllable, bi, duality, uncontrollability, unobservability, half"
cs,2000,2001,27,disappear,-1,0.049504,"meshes, quadrilateral, quads, dispersion, triangles, waveguide, discretizing, bits, compression, mesh"
cs,2000,2001,33,disappear,-1,0.043525,"theories, pearl, galles, equations, axiomatizing, axiomatized, causal, axiomatizations, successively, unique"
cs,2000,2001,35,disappear,-1,0.038742,"collaboratories, cscw, scientific, aprngs, socio, equipment, stins, stin, funders, conceptions"
cs,2000,2001,36,disappear,-1,0.043525,"tower, towers, places, fields, methodology, lk, irrational, kf, rational, extensions"
cs,2000,2001,37,disappear,-1,0.098284,"dialogue, act, speech, scripts, acts, output, perspicuous, meta, misconceptions, pronouns"
cs,2000,2001,42,disappear,-1,0.0,"requests, emph, agent, mas, brainstorm, queues, agents, loaded, invariants, merge"
cs,2000,2001,44,disappear,-1,0.170284,"checking, automata, stochastic, theory, multimedia, boundary, emerged, include, deadlock, verification"
cs,2000,2001,47,disappear,-1,0.080059,"boosting, layout, distorted, difference, journal, reading, calculus, taggers, allen, color"
cs,2000,2001,50,disappear,-1,0.080059,"coset, prewhitening, choosen, multiplicative, componentwise, cumulant, nonholonomic, scaling, fourth, merits"
cs,2000,2001,55,disappear,-1,0.0,"vep, noi, condition, sw, sv, verd, sufficient, necessary, source, distortion"
cs,2000,2001,58,disappear,-1,0.170284,"market, stock, trading, eurodollar, traders, price, indices, index, volatility, actual"
cs,2000,2001,61,disappear,-1,0.057096,"composition, disco, music, instrument, notated, sonification, sound, abstract, scales, objects"
cs,2000,2001,71,disappear,-1,0.066937,"mtus, red, goodput, packet, multipoint, multicast, discriminates, plr, connections, variant"
cs,2000,2001,75,disappear,-1,0.098284,"statecharts, dsls, assistants, debugging, diagrams, uml, conflicts, software, design, application"
cs,2000,2001,83,disappear,-1,0.125284,"circularity, xml, exptime, grammars, dtd, languages, ags, automata, turing, strings"
cs,2000,2001,84,disappear,-1,0.066937,"cyphertext, encryption, symbols, fixed, plaintext, cao, base, keys, predefined, cryptosystem"
cs,2000,2001,99,disappear,-1,0.049504,"databases, logical, irex, retrieval, contest, imp, category, documents, location, deduction"
cs,2000,2001,101,disappear,-1,0.0,"commerce, coaster, hypergrowth, allure, roller, site, fiscal, hottest, web, capacity"
cs,2000,2001,103,disappear,-1,0.165221,"ip, handoff, mobility, multicast, architecture, twice, mobile, mainly, simulation, support"
cs,2000,2001,104,evolve,104,0.204884,"bidder, bids, bidding, bidders, algorithms, disadvantaged, auctioneer, auction, adversary, accept"
cs,2000,2001,106,disappear,-1,0.098284,"salmon, relevance, transduction, statistical, relevant, explains, memoryless, brief, bottlenecks, mechanics"
cs,2000,2001,111,evolve,111,0.335506,"document, summaries, mead, summarizer, summarization, subsumption, sentence, centroids, utility, describe"
cs,2000,2001,114,disappear,-1,0.170284,"string, closest, substring, dd, lanctot, cal, et, al, approximation, approxmation"
cs,2000,2001,123,disappear,-1,0.0,"culik, zerotree, wavelet, compression, ifs, image, fractal, zerotrees, interpretation, multiresolutional"
cs,2000,2001,125,evolve,125,0.432595,"equix, xml, documents, query, syntax, dtd, combines, presented, meets, querying"
cs,2000,2001,127,disappear,-1,0.0,"classifier, hybrid, imprecise, misclassification, rocch, roc, robust, particulars, workforce, target"
cs,2000,2001,131,disappear,-1,0.080059,"nimrod, globus, grid, scheduling, department, geographically, gusto, enterprise, resource, management"
cs,2000,2001,147,disappear,-1,0.038742,"grammar, testsuites, testsuite, instrumentation, circumstances, failure, redundant, program, sentences, inducing"
cs,2000,2001,152,disappear,-1,0.098284,"cepstrum, cepstral, speech, noise, frames, white, detector, reasonably, separated, scalar"
cs,2000,2001,153,disappear,-1,0.098284,"tic, induction, clustering, down, trees, top, employs, presented, propositional, adapts"
cs,2000,2001,183,evolve,183,0.412094,"parsing, dop, parsers, parse, treebank, parser, grammars, lfg, selectional, corner"
cs,2000,2001,188,disappear,-1,0.049504,"materialist, autonomy, syntactic, philosophy, syntax, computers, equivalence, discussed, gedankenexperiment, explored"
cs,2000,2001,224,stable,224,0.538853,"spam, mail, naive, anti, filter, bayesian, keyword, unsolicited, filters, bulk"
cs,2000,2001,226,disappear,-1,0.125284,"tools, site, privacy, web, notice, practices, infomediary, choice, cluding, pur"
cs,2000,2001,232,disappear,-1,0.170284,"web, mining, site, success, wum, confusions, research, sites, company, categories"
cs,2000,2001,233,disappear,-1,0.038742,"sorting, presortedness, ap1000, shuffling, command, radix, microprocessor, hash, microcontroller, string"
cs,2000,2001,243,disappear,-1,0.170284,"correcting, codes, fivefold, tenfold, saturating, corrects, singleton, error, abelian, errors"
cs,2000,2001,245,disappear,-1,0.170284,"decision, subtleties, theoretic, admission, allocation, simplifying, wireless, optimal, mdps, meets"
cs,2000,2001,252,disappear,-1,0.098284,"clocks, tolerance, fault, repair, transient, messages, faults, phase, asynchronous, protocol"
cs,2001,2002,0,disappear,-1,0.147788,"exactcolor, bhlevel, graphs, planar, triconnected, bits, motwani, log, connected, polyhedra"
cs,2001,2002,1,stable,1,0.522836,"quantum, classical, qma, lower, complexity, bound, fermionic, 2q1cas, qpa, automata"
cs,2001,2002,3,evolve,3,0.313809,"policy, observable, grep, partially, pomdps, reinforcement, vaps, markovian, market, worlds"
cs,2001,2002,4,stable,4,0.577723,"logic, programs, programming, typed, semantics, termination, fixpoint, abstract, dlp, ps"
cs,2001,2002,5,disappear,-1,0.043525,"jumps, jump, hammock, recommender, evaluating, recommendation, what, relating, movie, artifact"
cs,2001,2002,6,disappear,-1,0.038742,"expresso, snp, microarray, protein, peptide, pine, trait, toolbox, loblolly, sequence"
cs,2001,2002,9,disappear,-1,0.098284,"parallel, systolic, mpi, vme, openmp, commands, unix, jefferson, pcs, mpd"
cs,2001,2002,10,disappear,-1,0.049504,"resonances, filter, allpass, rectangular, acoustical, enclosure, instrument, delay, excitation, inhomogenieties"
cs,2001,2002,17,disappear,-1,0.043525,"topology, mechanics, quoted, chemicals, networks, routers, reviewing, statistical, complex, governed"
cs,2001,2002,21,disappear,-1,0.170284,"transcribed, word, unsupervised, statistical, incremental, tests, speech, discovery, procedure, competitive"
cs,2001,2002,23,disappear,-1,0.137155,"answer, subproblems, typing, answering, question, overlap, hood, exams, trec, diagnosing"
cs,2001,2002,24,disappear,-1,0.0,"trentino, argmin, touristic, alps, boosting, friedman, winter, season, functionals, panel"
cs,2001,2002,25,evolve,25,0.270284,"codes, stabilizer, clifford, bch, coset, algebraic, geometry, generalized, knill, xing"
cs,2001,2002,27,stable,27,0.58779,"rbf, boundary, bkm, mkm, hermite, knot, symmetric, type, radial, fiberboard"
cs,2001,2002,29,disappear,-1,0.15538,"guidebook, tips, tap, house, companions, touchscreen, visitors, historic, played, headphones"
cs,2001,2002,35,disappear,-1,0.0,"revolution, publishing, journals, scientists, free, position, would, create, take, scientific"
cs,2001,2002,36,disappear,-1,0.0,"pollack, ceil, graham, recurrences, circuits, conquer, theorem, divide, gates, frankl"
cs,2001,2002,37,disappear,-1,0.0,"initiative, mixed, interaction, dialog, partial, voicexml, fia, disguised, usefully, unsolicited"
cs,2001,2002,41,disappear,-1,0.0,"suppressed, cells, analytic, tabulated, invariant, table, disclosed, sensitive, suppressing, leak"
cs,2001,2002,44,evolve,44,0.270284,"timed, automata, pushdown, ccp, pta, fairness, asynchronous, modal, properties, automaton"
cs,2001,2002,50,disappear,-1,0.0,"gpcg, tao, toraldo, problems, originally, toolkit, processors, processor, had, million"
cs,2001,2002,55,disappear,-1,0.0,"aep, lossy, ziv, lempel, asymptotics, codebooks, coding, waiting, asymptotic, characterize"
cs,2001,2002,58,disappear,-1,0.0,"stock, portfolio, options, stocks, bucketing, investor, investors, pricing, basket, risk"
cs,2001,2002,67,disappear,-1,0.168809,"payoff, move, player, players, np, payoffs, games, common, interests, completeness"
cs,2001,2002,69,disappear,-1,0.066937,"fitness, gene, genetic, chromosomes, transposition, selection, expression, hillclimbers, royal, recombination"
cs,2001,2002,71,disappear,-1,0.088246,"ethernet, cm, congestion, switched, traffic, tcp, parameterise, exports, 10ms, api"
cs,2001,2002,75,disappear,-1,0.038742,"architectural, dependence, software, dependences, architecture, reengineering, analysis, support, rather, program"
cs,2001,2002,82,disappear,-1,0.0,"ij, mutual, zonotopes, svms, estimate, kurtosis, connection, skewness, ellipsoid, prior"
cs,2001,2002,83,disappear,-1,0.080059,"existential, kolmogorov, free, rational, theory, makanin, nonrecursiveness, pspace, equations, groups"
