subject,topic_id,year_from,year_to,cosine_sim,drift
cs,0,2000,2001,0.1,0.9
cs,1,2000,2001,0.3,0.7
cs,4,2000,2001,0.5,0.5
cs,9,2000,2001,0.1,0.9
cs,17,2000,2001,0.0,1.0
cs,21,2000,2001,0.1,0.9
cs,23,2000,2001,0.3,0.7
cs,25,2000,2001,0.0,1.0
cs,27,2000,2001,0.0,1.0
cs,35,2000,2001,0.1,0.9
cs,36,2000,2001,0.0,1.0
cs,37,2000,2001,0.0,1.0
cs,44,2000,2001,0.1,0.9
cs,50,2000,2001,0.0,1.0
cs,55,2000,2001,0.0,1.0
cs,58,2000,2001,0.1,0.9
cs,71,2000,2001,0.0,1.0
cs,75,2000,2001,0.1,0.9
cs,83,2000,2001,0.0,1.0
cs,84,2000,2001,0.1,0.9
cs,99,2000,2001,0.1,0.9
cs,103,2000,2001,0.2,0.8
cs,104,2000,2001,0.3,0.7
cs,111,2000,2001,0.3,0.7
cs,114,2000,2001,0.1,0.9
cs,125,2000,2001,0.4,0.6
cs,127,2000,2001,0.0,1.0
cs,131,2000,2001,0.0,1.0
cs,147,2000,2001,0.0,1.0
cs,183,2000,2001,0.3,0.7
cs,224,2000,2001,0.3,0.7
cs,226,2000,2001,0.1,0.9
cs,232,2000,2001,0.0,1.0
cs,233,2000,2001,0.0,1.0
cs,243,2000,2001,0.1,0.9
cs,252,2000,2001,0.0,1.0
cs,0,2001,2002,0.2,0.8
cs,1,2001,2002,0.4,0.6
cs,3,2001,2002,0.2,0.8
cs,4,2001,2002,0.4,0.6
cs,6,2001,2002,0.0,1.0
cs,9,2001,2002,0.1,0.9
cs,10,2001,2002,0.0,1.0
cs,17,2001,2002,0.0,1.0
cs,23,2001,2002,0.2,0.8
cs,24,2001,2002,0.0,1.0
cs,25,2001,2002,0.1,0.9
cs,27,2001,2002,0.4,0.6
cs,29,2001,2002,0.2,0.8
cs,35,2001,2002,0.0,1.0
cs,36,2001,2002,0.0,1.0
cs,44,2001,2002,0.1,0.9
cs,55,2001,2002,0.0,1.0
cs,58,2001,2002,0.0,1.0
cs,67,2001,2002,0.2,0.8
cs,69,2001,2002,0.1,0.9
cs,71,2001,2002,0.2,0.8
cs,75,2001,2002,0.0,1.0
cs,82,2001,2002,0.0,1.0
cs,84,2001,2002,0.0,1.0
cs,97,2001,2002,0.0,1.0
cs,103,2001,2002,0.0,1.0
